att0,att1,att2,att3,att4,att5,att6,att7,att8
75.2,46.4,49.5,0.2,29.94,26.82,8.7,2.76,9.21
91.0,58.1,48.8,0.0,29.85,26.74,8.7,7.6,13.8
68.4,37.4,35.1,0.0,29.94,26.8,8.7,5.87,13.8
41.4,24.1,26.3,0.0,30.09,26.78,5.9,0.81,4.72
34.2,26.6,29.6,0.0,29.96,26.7,1.9,0.0,3.34
74.1,30.7,43.2,0.0,30.05,26.89,8.3,2.76,11.3
47.5,30.2,27.0,0.2,30.01,26.76,8.5,9.67,16.1
82.4,41.7,39.0,0.0,30.12,26.94,8.4,8.4,13.8
82.2,44.6,42.1,0.0,29.91,26.79,8.9,4.26,10.2
60.1,37.4,38.2,0.0,30.16,26.95,8.3,10.5,21.8
49.5,10.0,16.2,0.0,30.31,26.99,8.0,2.07,5.87
84.9,61.5,47.5,0.0,29.76,26.75,8.7,8.29,18.3
50.7,26.6,30.7,0.05,30.0,26.75,6.9,6.33,14.9
80.2,50.4,48.1,0.0,29.86,26.77,9.3,4.03,11.3
50.0,25.2,29.3,0.0,30.03,26.74,6.7,5.52,13.8
64.8,38.1,41.4,0.05,29.99,26.79,7.6,4.49,14.9
53.1,21.2,22.3,0.0,30.06,26.8,8.1,2.19,9.21
36.9,14.0,12.6,0.0,30.5,27.08,8.2,1.15,5.87
38.1,17.2,19.0,0.0,30.27,26.95,5.8,2.53,12.7
73.4,50.0,41.0,0.0,29.73,26.65,8.6,8.17,14.9
55.4,23.0,29.0,0.0,30.08,26.83,7.2,3.57,13.8
27.3,22.6,18.9,0.0,30.4,27.07,7.6,8.75,12.7
32.0,17.4,22.9,0.0,30.17,26.77,1.8,3.57,11.3
91.4,56.5,47.7,0.0,29.72,26.69,8.5,4.6,9.21
90.3,52.2,38.5,0.0,29.91,26.86,8.3,6.9,14.9
77.0,48.2,44.5,0.0,29.88,26.74,8.7,6.21,14.9
85.3,51.8,49.0,0.0,29.66,26.61,8.7,4.95,13.8
82.0,52.2,52.7,0.0,29.89,26.81,7.9,6.21,20.8
38.5,17.6,18.6,0.0,30.23,26.94,8.4,9.67,21.8
72.5,39.9,29.2,0.0,30.08,26.9,8.5,5.98,13.8
86.4,52.9,39.6,0.0,30.04,26.9,8.0,7.37,12.7
64.9,29.5,37.5,0.0,30.0,26.77,5.3,6.9,19.4
66.9,29.8,28.2,0.0,30.24,27.01,8.2,1.73,9.21
33.3,6.8,13.5,0.0,30.48,27.02,5.7,2.42,9.21
62.6,42.8,40.2,0.0,29.94,26.8,8.9,9.9,16.1
52.3,30.9,36.2,0.0,30.05,26.82,8.0,5.64,13.8
78.1,30.7,43.4,0.0,29.82,26.71,8.7,5.75,14.9
46.4,26.6,28.8,0.0,30.06,26.8,8.1,5.64,14.9
74.5,50.0,42.1,0.0,30.01,26.89,8.7,8.17,17.2
49.3,28.4,30.5,0.0,30.1,26.82,7.0,1.73,8.06
49.5,23.0,20.8,0.0,30.24,26.93,8.2,7.94,47.1
77.0,45.0,45.2,0.0,29.99,26.87,8.6,4.03,9.21
66.2,36.0,41.6,0.0,30.14,26.93,8.5,2.3,10.2
81.0,46.4,45.7,0.0,29.9,26.8,8.8,5.29,12.7
40.1,21.2,25.6,0.0,30.3,27.0,4.9,2.99,10.2
23.7,-4.0,-3.1,0.0,30.46,26.93,7.2,2.42,8.06
77.7,44.2,38.0,0.0,30.04,26.88,8.5,1.5,5.87
64.4,41.0,42.9,0.2,29.61,26.48,8.2,7.14,17.2
69.8,57.2,56.0,1.3,29.68,26.6,7.6,3.57,18.3
83.1,49.3,43.7,0.0,29.93,26.8,8.0,5.41,14.9
44.6,33.1,32.5,0.0,29.64,26.43,5.7,6.9,18.3
88.5,64.4,51.0,0.0,29.7,26.7,8.6,7.14,14.9
61.9,39.2,39.0,0.0,29.82,26.63,8.1,4.49,11.3
73.4,46.4,48.6,0.0,29.72,26.63,8.9,10.7,19.4
87.8,57.2,47.3,0.0,29.88,26.82,8.4,4.6,13.8
96.8,50.7,43.2,0.0,29.73,26.7,8.5,5.64,14.9
42.8,39.2,35.9,0.1,29.89,26.68,8.0,13.1,18.3
66.6,30.0,47.7,0.0,29.85,26.69,7.8,7.02,12.7
32.7,13.8,17.4,0.0,30.34,26.94,8.9,6.33,11.3
30.9,6.8,17.1,0.5,30.02,26.75,7.1,9.21,16.1
41.0,28.9,31.9,0.0,30.01,26.75,5.3,2.99,8.06
29.5,27.3,26.5,0.0,30.4,27.09,2.4,0.81,4.72
52.9,17.6,23.8,0.0,30.2,26.94,7.9,1.27,13.31
63.5,30.2,29.5,0.0,30.07,26.85,9.0,5.87,19.4
48.9,17.1,16.7,0.0,30.41,27.03,8.7,1.04,4.72
60.8,39.2,38.4,0.0,29.78,26.6,8.4,7.02,19.4
90.0,56.1,48.7,0.0,29.76,26.73,8.5,5.29,13.8
75.2,51.8,53.0,0.0,29.85,26.76,7.7,4.95,11.3
82.4,49.6,48.9,0.0,29.83,26.75,8.3,3.68,9.21
42.8,30.2,28.0,0.7,30.09,26.8,6.4,6.67,14.9
50.4,20.1,30.6,0.0,29.95,26.67,5.5,8.86,23.0
73.4,45.7,42.6,0.0,30.0,26.85,8.6,6.1,16.1
48.9,31.6,35.9,0.1,30.04,26.78,5.6,4.83,13.8
31.3,27.5,23.4,0.2,29.92,26.62,8.4,16.4,21.8
77.0,34.5,35.1,0.0,30.06,26.89,8.2,2.3,10.2
39.7,24.1,25.1,0.0,29.99,26.64,5.4,3.34,11.3
77.0,32.7,42.9,0.0,30.02,26.88,8.0,2.19,6.9
80.6,51.8,49.5,0.0,29.98,26.88,8.7,3.11,11.3
59.5,28.4,28.8,0.0,30.14,26.88,6.9,1.84,10.2
55.8,25.9,35.1,0.0,29.95,26.69,6.2,5.29,14.9
56.8,32.7,37.2,0.0,29.91,26.71,6.4,4.49,11.3
56.5,28.4,35.7,0.0,30.19,26.92,5.5,1.73,9.21
84.6,60.1,52.2,0.0,29.82,26.71,8.5,10.0,17.2
97.2,57.2,45.1,0.0,29.81,26.7,8.4,6.9,18.3
85.3,56.7,48.7,0.0,29.84,26.77,8.6,6.21,11.3
47.8,19.0,26.3,0.0,30.12,26.78,7.7,1.5,5.87
39.2,22.3,25.6,0.0,30.13,26.84,5.1,2.3,6.9
29.8,15.8,16.9,0.0,30.49,27.04,1.2,0.35,3.34
32.0,9.0,11.0,0.0,30.42,26.98,7.9,3.22,10.2
52.5,40.6,36.1,0.3,29.96,26.75,8.5,7.02,13.8
83.5,53.6,55.1,0.1,29.67,26.62,8.7,5.29,18.3
33.8,21.2,18.6,0.3,29.78,26.46,8.2,8.29,19.4
46.0,35.6,36.5,0.1,30.0,26.76,7.0,4.03,10.2
68.0,33.8,37.8,0.1,29.85,26.67,5.8,2.53,11.3
51.8,28.4,32.6,0.0,30.0,26.84,7.8,7.14,14.9
81.3,54.3,51.2,0.0,29.86,26.78,9.0,4.49,11.3
50.0,30.6,34.3,0.0,29.91,26.65,6.4,1.84,9.21
80.6,46.4,42.6,0.0,30.09,26.93,8.6,5.41,14.9
73.4,52.9,54.2,0.5,29.77,26.67,8.7,3.34,18.3
83.5,57.2,42.2,0.0,29.64,26.54,8.4,8.4,19.4
57.2,40.1,36.4,0.0,29.98,26.76,8.6,4.72,9.21
59.0,50.0,46.1,0.0,30.04,26.86,8.6,9.78,12.7
34.2,15.8,18.3,0.05,30.0,26.71,8.2,3.57,10.2
87.1,58.6,50.2,0.05,29.77,26.72,8.8,3.91,8.06
87.1,48.4,43.8,0.0,29.81,26.7,8.8,5.64,12.7
62.6,30.9,45.9,0.3,29.75,26.59,8.6,8.17,14.9
75.6,41.4,37.1,0.0,30.0,26.83,8.5,3.22,11.3
61.3,29.8,37.1,0.0,30.04,26.84,6.4,2.99,11.3
60.8,29.5,33.7,0.0,30.27,27.02,7.8,1.27,4.72
39.2,32.0,32.9,0.2,29.85,26.59,8.0,8.4,14.9
67.6,31.8,34.4,0.0,30.07,26.87,8.4,2.99,8.06
61.2,33.8,29.1,0.0,29.91,26.69,10.6,5.29,13.8
69.1,35.6,32.5,0.0,30.0,26.83,8.9,3.45,11.3
81.7,39.9,42.0,0.05,29.9,26.77,8.7,5.75,13.8
48.9,35.6,37.6,0.05,29.71,26.5,5.2,2.99,10.2
44.6,29.8,25.6,0.1,29.86,26.6,8.4,9.9,19.4
68.7,30.9,49.0,0.0,29.62,26.52,8.3,7.02,17.2
61.5,19.2,23.6,0.0,30.24,26.93,7.1,2.42,9.21
39.2,28.4,26.8,0.0,30.3,26.97,9.0,7.25,13.8
52.5,34.9,35.4,0.3,29.99,26.76,6.7,5.18,14.9
37.8,28.4,22.8,0.0,30.26,26.93,9.3,5.52,10.2
42.8,22.3,24.1,0.0,30.04,26.78,8.4,6.1,14.9
38.5,15.8,16.3,0.1,29.94,26.59,6.9,8.4,12.7
81.5,58.3,49.6,0.0,29.8,26.74,8.4,12.7,20.8
56.1,29.5,32.2,0.0,30.34,27.05,8.5,3.57,13.8
86.4,51.8,51.4,0.0,29.57,26.53,8.3,4.37,10.2
72.3,47.1,43.8,0.0,29.8,26.7,8.7,6.67,14.9
81.3,50.7,53.1,0.5,29.84,26.76,8.1,2.3,12.7
48.2,33.8,30.7,0.0,29.91,26.65,7.7,7.14,17.2
42.4,24.4,23.9,0.0,30.3,26.96,8.7,5.18,11.3
40.1,20.5,22.8,0.0,30.19,26.84,6.5,1.27,6.9
26.6,16.5,22.6,0.0,30.43,27.02,3.1,3.22,6.9
58.6,36.5,38.3,0.05,29.93,26.74,8.5,6.9,17.2
82.4,55.4,47.6,0.0,29.8,26.74,8.6,6.56,13.8
55.4,42.8,37.1,0.1,29.73,26.57,8.4,10.0,23.0
82.4,49.6,46.2,0.0,29.8,26.72,8.5,8.75,16.1
48.7,39.9,37.7,0.0,30.25,26.98,8.8,6.56,13.8
87.8,60.8,53.7,0.0,29.66,26.65,8.7,4.14,13.8
36.1,13.3,17.6,0.0,30.45,27.03,6.0,0.23,3.34
39.7,30.6,27.9,0.0,30.17,26.84,9.6,11.6,19.4
59.7,32.7,33.1,0.0,29.96,26.75,8.8,5.18,16.1
46.9,15.8,20.2,0.0,30.26,26.96,7.2,2.07,9.21
51.1,30.6,39.8,0.0,30.01,26.75,4.3,2.76,8.06
77.7,51.4,48.4,0.05,29.78,26.69,8.9,6.79,23.0
64.4,38.7,36.6,0.0,30.2,26.99,8.6,8.4,16.1
66.9,44.6,46.3,0.0,29.72,26.57,8.9,5.52,12.7
89.6,53.6,46.9,0.0,29.85,26.74,8.5,4.49,10.2
58.6,41.0,37.7,0.0,29.86,26.69,8.7,10.4,19.4
48.9,26.6,30.5,0.0,30.14,26.89,7.0,4.6,14.9
77.0,43.7,50.1,0.0,29.94,26.8,8.2,4.72,13.8
48.2,30.2,27.4,0.0,29.87,26.65,8.4,5.18,10.2
89.6,51.8,46.2,0.0,29.75,26.71,8.4,2.99,9.21
61.5,35.6,36.6,0.0,29.9,26.71,8.7,6.1,11.3
95.4,59.4,48.4,0.0,29.66,26.68,8.5,3.11,9.21
44.2,36.3,35.8,0.05,29.61,26.42,8.1,4.83,11.3
59.0,21.2,25.9,0.0,30.1,26.84,7.1,2.76,9.21
71.6,51.8,50.6,0.0,29.94,26.8,8.4,10.5,17.2
30.2,24.8,26.9,0.0,30.16,26.87,0.2,0.58,5.87
91.8,52.9,50.0,0.0,29.88,26.76,8.8,6.56,13.8
76.3,54.7,41.8,0.0,29.75,26.62,9.0,6.56,14.9
35.6,28.4,28.3,0.0,29.86,26.62,6.7,9.78,13.8
84.9,50.0,44.0,0.0,29.8,26.66,8.6,5.06,14.9
49.5,41.0,36.2,0.0,30.09,26.85,8.4,7.48,12.7
36.5,22.6,25.5,0.0,30.27,26.96,2.8,4.14,10.2
64.4,30.6,41.6,0.1,29.96,26.78,6.2,2.99,10.2
75.6,39.9,36.1,0.0,30.1,26.94,8.1,1.27,4.72
63.1,41.0,38.5,0.0,30.09,26.92,8.5,11.3,18.3
47.8,32.0,32.0,0.0,30.38,27.11,8.8,11.7,18.3
54.0,25.5,27.6,0.0,29.88,26.62,8.8,3.22,10.2
59.0,21.6,27.1,0.0,30.51,27.17,8.2,1.27,6.9
59.4,42.1,37.9,0.0,30.14,26.94,8.8,8.06,17.2
75.9,53.6,51.0,0.0,29.78,26.69,8.8,14.0,19.4
42.1,14.7,18.8,0.0,30.26,26.96,6.4,2.3,10.2
39.6,30.2,27.0,0.1,30.05,26.76,7.4,13.1,19.4
55.8,25.9,31.6,0.0,30.27,27.01,6.7,2.07,10.2
61.2,42.1,35.8,0.05,29.94,26.75,9.2,6.9,11.3
71.6,55.4,45.9,0.0,29.91,26.82,8.7,11.5,21.8
70.3,41.4,43.8,0.1,29.75,26.59,8.6,6.21,13.8
43.5,30.6,30.9,0.0,30.31,26.99,7.0,7.14,13.8
43.3,23.0,22.3,0.0,29.93,26.71,8.9,8.06,13.8
50.4,32.7,32.1,0.0,30.01,26.75,8.7,5.41,13.8
53.6,39.2,39.2,0.1,30.09,26.86,8.8,2.3,6.9
55.9,27.3,28.1,0.0,29.9,26.7,8.3,5.98,20.8
36.3,19.4,17.1,0.0,30.13,26.84,8.0,8.75,16.1
86.0,53.2,43.6,0.0,29.85,26.73,8.5,3.68,11.3
87.8,55.4,49.2,0.0,29.46,26.45,8.6,5.29,12.7
47.5,29.5,29.9,0.0,29.78,26.54,7.4,10.7,23.0
71.2,33.8,34.6,0.0,30.09,26.9,8.3,4.49,14.9
72.0,38.5,40.2,0.0,29.94,26.77,8.5,3.45,11.3
46.4,26.6,30.0,0.0,30.25,26.91,2.6,1.15,8.06
43.2,32.0,34.1,0.3,29.72,26.51,7.1,4.95,13.8
78.8,51.8,51.8,0.3,29.99,26.89,8.2,11.0,32.2
52.2,29.8,32.7,0.0,30.06,26.8,6.1,3.57,11.3
83.1,57.2,45.2,0.0,29.87,26.75,8.5,10.9,17.2
43.2,33.8,35.6,0.2,29.83,26.6,6.8,8.63,13.8
43.7,32.0,32.9,0.3,29.85,26.6,7.5,5.41,9.21
41.0,25.9,25.8,0.0,30.06,26.74,8.5,4.83,10.2
69.8,37.8,33.7,0.0,30.04,26.84,8.7,2.19,9.21
86.7,55.4,50.2,0.0,29.8,26.75,8.9,6.33,11.3
47.3,26.6,30.3,0.0,30.14,26.84,6.2,5.06,12.7
34.3,23.0,24.6,0.1,29.76,26.47,7.2,4.14,11.3
41.0,32.0,35.7,0.05,29.73,26.51,5.9,4.49,13.8
47.1,33.8,33.9,0.0,29.87,26.62,6.3,3.45,11.3
71.2,34.2,37.1,0.0,30.17,26.97,8.3,1.38,8.06
48.2,38.1,38.2,0.0,30.18,26.93,7.3,7.14,12.7
51.8,19.2,25.2,0.0,30.29,26.96,4.8,0.0,13.31
89.6,55.4,45.3,0.0,29.6,26.59,8.5,5.18,13.8
55.0,24.1,26.8,0.0,29.94,26.66,7.1,6.67,17.2
74.1,58.3,54.1,0.6,29.76,26.67,9.0,9.78,13.8
42.8,28.4,28.5,0.1,30.01,26.76,7.9,10.2,18.3
68.7,34.9,35.4,0.0,29.99,26.79,7.9,1.96,10.2
41.7,28.4,33.3,0.0,30.25,26.92,0.8,1.04,17.2
34.5,17.6,19.4,0.0,30.15,26.81,6.7,2.99,10.2
50.7,29.7,27.0,0.0,30.24,26.99,8.5,7.37,17.2
68.7,31.5,31.2,0.0,30.04,26.84,7.9,2.76,11.3
88.2,53.2,45.4,0.0,29.74,26.69,8.6,3.68,8.06
42.4,22.3,26.2,0.0,30.31,26.95,4.5,0.92,8.06
89.6,49.6,42.7,0.0,29.85,26.8,8.2,4.26,13.31
59.0,30.7,36.9,0.8,29.96,26.72,7.8,4.14,10.2
63.3,33.8,37.9,0.0,30.12,26.91,8.7,6.67,13.8
56.8,41.0,41.4,0.0,30.19,26.98,8.9,2.65,8.06
65.1,48.2,48.3,0.2,29.86,26.72,8.5,5.52,11.3
93.2,60.3,48.0,0.0,29.56,26.57,8.5,5.52,13.8
39.9,32.0,31.9,0.3,29.92,26.69,6.0,5.41,12.7
63.7,45.3,44.0,0.2,29.84,26.67,8.5,8.29,12.7
62.6,30.2,30.4,0.1,30.04,26.8,10.0,8.29,19.4
48.2,24.8,28.4,0.0,30.23,26.97,7.3,3.68,9.21
60.1,29.8,36.5,0.0,29.88,26.67,7.8,5.18,12.7
84.2,49.1,36.0,0.0,29.96,26.83,8.2,5.87,14.9
50.0,42.8,43.3,0.1,29.95,26.73,8.3,7.6,12.7
42.8,30.2,28.5,0.0,29.93,26.65,8.8,2.99,8.06
41.4,22.3,17.2,0.0,30.13,26.78,8.0,6.56,12.7
33.6,10.9,11.3,0.0,29.98,26.6,7.8,4.26,17.2
54.5,29.5,35.7,0.0,29.92,26.68,6.5,1.96,6.9
43.2,32.0,32.5,0.0,29.73,26.52,6.2,7.83,14.9
48.6,37.0,38.6,0.0,29.75,26.52,8.7,7.25,12.7
48.2,28.4,34.3,0.0,30.2,26.89,4.7,4.14,11.3
64.4,23.0,21.5,0.1,29.86,26.65,8.3,4.6,13.8
93.9,50.0,41.0,0.0,29.76,26.64,8.5,2.65,9.21
46.4,27.9,26.2,0.0,30.25,26.93,8.2,9.78,14.9
34.5,22.6,25.4,0.2,30.35,27.03,1.8,0.46,4.72
73.9,51.8,49.2,0.0,30.0,26.89,8.8,8.98,19.4
51.4,24.4,31.6,0.0,30.28,26.96,4.9,4.49,12.7
73.4,44.1,45.6,0.0,29.96,26.79,8.9,2.88,8.06
77.4,44.6,46.9,0.0,30.09,26.91,8.5,2.88,9.21
39.9,24.1,24.8,0.05,29.94,26.69,8.0,9.55,14.9
47.5,29.8,32.3,0.0,30.25,26.98,5.8,3.11,10.2
42.1,20.7,24.8,0.0,30.22,26.93,6.6,0.92,8.06
28.4,6.8,10.5,0.2,30.27,26.93,8.4,6.1,12.7
86.7,51.8,46.4,0.0,29.87,26.74,8.6,3.34,11.3
36.7,27.3,27.5,0.0,30.32,26.97,4.4,1.61,8.06
41.0,21.2,23.2,0.0,30.21,26.85,7.9,5.87,13.8
72.3,37.4,43.0,0.0,30.09,26.9,8.4,3.91,11.3
38.1,28.0,27.7,0.0,30.3,26.96,3.1,0.81,4.72
54.3,22.5,29.5,0.0,30.33,27.04,3.5,0.69,5.87
56.3,32.7,38.1,0.0,30.06,26.82,4.5,2.76,8.06
54.0,44.6,38.3,0.7,29.93,26.74,9.3,9.9,20.8
48.9,25.9,27.4,0.0,30.01,26.73,7.6,8.4,17.2
37.9,24.8,22.9,0.0,30.12,26.78,6.9,4.83,11.3
56.1,30.2,37.0,0.0,30.06,26.79,5.2,3.34,10.2
48.6,26.6,30.0,0.05,30.03,26.77,5.3,2.99,8.06
44.6,20.7,24.4,0.0,30.19,26.91,5.7,2.53,12.7
70.5,37.8,40.2,0.0,29.91,26.74,8.7,4.37,12.7
38.1,20.5,14.1,0.0,30.22,26.87,8.9,4.14,13.31
41.4,16.5,17.2,0.0,30.39,26.98,6.8,4.83,13.8
58.6,35.6,39.3,0.1,29.71,26.53,7.9,12.8,26.3
67.3,53.4,49.3,0.3,29.53,26.46,8.6,6.33,18.3
74.1,30.7,41.3,0.0,29.98,26.82,7.5,5.75,16.1
71.6,41.0,39.2,0.0,29.98,26.83,7.0,7.48,19.4
55.0,44.4,42.5,0.0,29.86,26.67,7.7,7.6,13.8
51.8,24.8,29.0,0.0,30.24,26.93,7.1,2.76,13.31
65.1,51.1,50.0,0.1,29.87,26.73,8.2,4.14,16.1
64.2,37.4,38.7,0.3,29.97,26.78,8.8,4.14,9.21
88.3,59.0,47.4,0.0,29.77,26.73,8.4,7.25,13.8
78.8,55.0,44.3,0.0,29.82,26.73,8.7,10.3,13.8
45.3,19.2,24.6,0.0,30.09,26.8,6.2,0.81,6.9
61.9,29.1,36.4,0.05,30.14,26.91,7.2,4.95,17.2
85.6,57.9,49.1,0.0,29.91,26.84,8.7,7.48,11.3
66.6,32.0,38.7,0.0,30.22,27.0,5.7,1.5,8.06
91.4,64.0,48.9,0.0,29.68,26.68,8.7,7.6,12.7
88.3,59.7,49.5,0.0,29.86,26.74,8.3,8.98,14.9
51.4,46.0,42.6,0.3,30.0,26.79,7.7,11.5,16.1
41.7,30.2,32.8,0.2,30.15,26.9,2.2,1.84,9.21
83.1,47.5,43.4,0.0,29.92,26.78,9.0,3.22,17.2
75.2,42.1,42.0,0.0,29.98,26.83,8.4,5.41,11.3
86.4,51.6,35.7,0.0,30.07,26.92,8.2,4.14,13.8
81.3,40.3,41.1,0.0,29.96,26.8,8.8,4.26,13.8
48.4,29.7,32.6,0.3,30.02,26.78,8.4,6.9,13.8
39.2,16.9,22.6,0.0,30.21,26.85,4.8,0.12,3.34
93.6,65.5,52.2,0.0,29.63,26.63,8.6,7.94,13.8
83.1,58.1,50.1,0.0,29.75,26.71,8.3,8.86,20.8
60.8,42.8,43.0,0.0,29.94,26.74,8.2,4.95,16.1
64.0,46.4,44.1,0.0,29.97,26.8,8.2,2.65,9.21
61.5,39.2,36.5,0.0,29.99,26.81,8.7,6.67,11.3
81.3,39.2,40.4,0.0,30.0,26.84,8.3,2.42,9.21
84.6,54.0,42.6,0.0,29.82,26.7,8.5,5.06,10.2
70.9,45.7,44.5,0.0,29.94,26.78,8.9,4.14,9.21
84.2,46.4,37.8,0.0,30.01,26.86,8.3,2.19,8.06
30.2,15.8,15.0,0.0,30.33,27.01,8.7,5.98,10.2
83.3,54.7,44.5,0.0,29.89,26.83,8.6,7.14,16.1
79.9,44.1,45.8,0.0,29.96,26.84,8.5,5.64,16.1
79.2,41.4,34.6,0.0,30.04,26.88,8.3,2.53,9.21
41.5,12.2,20.8,0.0,30.1,26.73,6.7,2.76,12.7
42.8,22.6,27.5,0.0,30.12,26.84,6.5,6.21,14.9
59.4,22.6,25.7,0.0,29.89,26.67,7.1,3.57,13.8
68.0,32.0,31.1,0.05,29.92,26.74,8.3,7.14,18.3
37.4,15.8,19.3,0.0,30.38,27.0,4.9,1.84,8.06
82.0,59.0,54.9,0.05,29.68,26.62,8.1,8.06,28.8
52.5,36.0,35.5,0.6,29.86,26.64,7.7,4.14,13.8
59.7,46.4,46.0,0.3,29.72,26.55,7.8,5.64,17.2
53.6,33.4,33.3,0.0,30.01,26.78,8.7,4.83,11.3
61.2,28.4,31.6,0.0,30.03,26.8,7.5,3.91,12.7
78.8,53.8,48.6,0.0,30.04,26.93,8.6,8.86,13.8
72.7,47.5,49.0,0.0,29.84,26.73,8.5,2.88,13.8
67.1,37.8,36.9,0.0,30.03,26.86,8.5,3.91,8.06
80.6,47.8,45.3,0.0,29.84,26.74,8.8,4.6,9.21
45.1,33.8,32.8,0.1,30.01,26.77,8.4,7.37,11.3
71.6,55.4,52.2,0.2,29.84,26.73,7.7,4.83,13.8
51.3,31.3,38.9,0.1,29.88,26.64,8.5,9.44,19.4
42.8,32.0,33.7,0.2,29.99,26.72,7.4,2.65,10.2
87.8,60.8,49.9,0.0,29.71,26.61,8.6,8.29,19.4
72.3,37.0,36.9,0.0,29.98,26.79,8.6,3.91,12.7
74.1,33.8,37.3,0.1,30.16,26.95,8.3,2.99,9.21
84.6,55.2,48.6,0.0,29.78,26.73,8.2,6.9,12.7
91.9,51.8,46.2,0.0,29.7,26.67,8.5,4.6,19.4
54.1,30.7,39.4,0.1,29.87,26.67,8.5,7.37,13.8
42.4,21.2,20.7,0.0,30.18,26.9,8.7,9.67,25.3
37.4,24.8,25.3,0.0,30.01,26.69,8.5,10.9,16.1
50.4,29.1,27.0,0.0,30.44,27.11,8.3,12.6,17.2
78.1,39.0,38.6,0.0,29.94,26.79,8.9,2.88,12.7
73.4,45.3,38.7,0.0,29.74,26.62,8.7,4.83,12.7
39.2,29.3,32.1,0.0,30.13,26.82,2.9,3.57,8.06
51.1,28.4,32.4,0.0,30.29,27.01,8.6,4.03,11.3
50.7,28.9,38.4,0.8,29.73,26.54,7.0,8.06,19.4
59.7,28.4,34.2,0.0,30.14,26.86,5.1,2.42,9.21
52.2,31.1,40.4,0.1,30.09,26.83,5.4,1.04,5.87
52.3,38.1,33.7,0.0,29.72,26.46,8.5,9.67,17.2
43.9,35.6,36.8,0.1,29.69,26.49,5.7,5.18,13.8
86.7,47.8,43.1,0.0,29.81,26.74,8.5,4.6,12.7
23.7,2.7,11.5,0.0,30.42,27.04,4.5,1.84,6.9
44.6,38.3,34.9,0.0,29.88,26.65,9.3,7.71,33.2
50.0,27.3,31.5,0.0,30.15,26.88,8.1,2.07,9.21
57.2,19.4,22.9,0.0,30.06,26.77,8.4,5.29,12.7
77.4,60.8,49.9,0.0,29.74,26.68,8.7,8.86,16.1
86.0,45.3,48.8,0.0,29.94,26.79,8.1,1.96,6.9
61.2,35.6,33.5,0.0,29.99,26.79,8.1,4.26,9.21
60.8,36.3,39.5,0.3,30.16,26.94,5.8,1.5,8.06
75.6,44.6,43.9,0.0,29.91,26.79,8.5,2.88,9.21
50.5,21.2,28.2,0.0,30.12,26.85,5.8,3.34,11.3
41.9,15.1,18.9,0.0,30.48,27.06,4.6,2.53,10.2
51.8,23.0,18.1,0.0,30.13,26.86,8.0,3.22,11.3
46.9,31.1,28.9,0.0,30.01,26.77,8.4,10.0,17.2
88.2,51.4,44.3,0.0,29.88,26.76,8.4,4.72,37.9
75.6,48.2,46.8,0.0,29.84,26.73,8.7,5.52,16.1
41.5,28.4,31.6,0.1,30.16,26.89,1.7,2.3,6.9
78.8,48.7,49.5,0.0,29.88,26.78,8.8,5.87,19.4
91.4,57.6,39.9,0.0,29.81,26.71,8.6,8.98,17.2
71.6,44.6,41.6,0.0,29.71,26.63,8.5,5.98,14.9
39.9,31.6,31.9,0.0,29.74,26.52,5.2,3.34,10.2
82.4,43.9,39.4,0.0,29.78,26.7,8.1,11.0,26.3
43.7,37.0,33.6,0.0,30.06,26.78,6.6,5.98,12.7
77.0,52.5,50.8,0.1,29.78,26.69,8.5,5.52,17.2
90.3,52.9,42.2,0.0,29.87,26.82,8.2,2.3,6.9
58.3,32.0,31.4,0.0,30.01,26.79,7.2,7.48,14.9
48.2,35.6,35.5,0.05,29.97,26.76,8.2,7.6,16.1
39.2,14.7,18.9,0.0,30.24,26.84,7.8,5.06,10.2
30.2,11.1,13.8,0.0,30.33,26.98,6.6,3.8,8.06
60.3,36.3,39.7,0.0,30.05,26.83,6.7,1.61,8.06
78.1,46.0,42.4,0.0,30.03,26.87,8.4,3.34,8.06
46.8,15.4,17.4,0.0,30.32,26.94,4.9,1.5,8.06
57.2,48.2,43.1,0.0,29.78,26.63,7.9,17.4,25.3
70.7,50.0,53.5,0.2,29.79,26.68,8.6,3.57,12.7
61.3,49.8,50.5,0.0,29.95,26.76,7.5,3.68,11.3
66.9,46.4,46.1,0.2,29.73,26.62,9.0,6.56,40.2
51.8,42.4,39.3,0.6,29.88,26.69,7.6,6.21,14.9
72.3,51.8,49.1,0.1,29.84,26.75,8.7,6.9,13.8
64.4,39.2,36.5,0.0,30.21,26.99,8.7,7.25,16.1
34.2,26.4,23.9,0.0,29.87,26.62,8.2,8.75,14.9
63.0,26.1,31.8,0.0,30.19,26.91,6.8,0.69,5.87
52.2,30.7,42.9,0.2,29.82,26.63,7.6,3.45,10.2
75.2,53.6,47.4,0.0,29.59,26.54,8.6,8.75,16.1
36.5,19.4,17.1,0.0,30.54,27.14,7.6,2.53,10.2
79.3,44.6,46.7,0.0,30.06,26.93,8.4,3.22,10.2
42.1,32.0,27.5,0.1,30.04,26.8,8.8,4.37,23.0
87.1,53.6,50.7,0.0,29.7,26.64,8.6,2.88,10.2
48.2,36.1,38.0,0.2,29.68,26.46,4.0,3.11,11.3
46.9,27.7,21.2,0.0,30.05,26.76,8.7,4.83,12.7
56.1,17.6,23.1,0.0,30.23,26.94,7.0,3.45,9.21
